INVOICENO,"STOCK CODE",Description,Quantity,InvoiceDate,UNITPRICE,CustomerID,Country,Name,Age
537866,22738,"RIBBON REEL SNOWY VILLAGE",5,"12-01-2010 12:31",1.65,13627,"United Kingdom",NULL,NULL
537867,21621,"VINTAGE UNION JACK BUNTING",1,"12-01-2010 12:31",8.5,12551,"United Kingdom",NULL,NULL
537868,22960,"JAM MAKING SET WITH JARS",8,"12-01-2010 12:31",4.25,12782,"United Kingdom",NULL,NULL
537870,22082,"RIBBON REEL STRIPES DESIGN ",5,"12-01-2010 12:31",1.65,14769,"United Kingdom",NULL,NULL
537871,47563,"RETRO LONGBOARD IRONING BOARD COVER",1,"12-01-2010 12:31",3.75,15780,"United Kingdom",NULL,NULL
537872,84558,"3D DOG PICTURE PLAYING CARDS",1,"12-01-2010 12:31",2.95,12417,"United Kingdom",NULL,NULL
537873,21592,"RETROSPOT CIGAR BOX MATCHES ",1,"12-01-2010 12:31",1.25,17315,"United Kingdom",NULL,NULL
537874,20878,"SET/9 CHRISTMAS T-LIGHTS SCENTED ",2,"12-01-2010 12:31",1.25,16711,"United Kingdom",NULL,NULL
537875,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",1,"12-01-2010 12:31",2.55,12726,"United Kingdom",NULL,NULL
537876,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",1,"12-01-2010 12:31",2.55,15204,"United Kingdom",NULL,NULL
537877,21577,"SAVE THE PLANET COTTON TOTE BAG",1,"12-01-2010 12:31",2.25,17888,"United Kingdom",NULL,NULL
537878,22909,"SET OF 20 VINTAGE CHRISTMAS NAPKINS",1,"12-01-2010 12:31",0.85,17007,"United Kingdom",NULL,NULL
537879,22087,"PAPER BUNTING WHITE LACE",1,"12-01-2010 12:31",2.95,15160,"United Kingdom",NULL,NULL
537880,22651,"GENTLEMAN SHIRT REPAIR KIT ",2,"12-01-2010 12:31",0.85,14016,"United Kingdom",NULL,NULL
537881,22713,"CARD I LOVE LONDON ",12,"12-01-2010 12:31",0.42,13033,"United Kingdom",NULL,NULL
537882,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",1,"12-01-2010 12:31",2.95,12691,"United Kingdom",NULL,NULL
537883,21370,"MIRRORED WALL ART FOXY",2,"12-01-2010 12:31",6.35,13869,"United Kingdom",NULL,NULL
537884,21367,"MIRRORED WALL ART GENTS",1,"12-01-2010 12:31",2.55,14146,"United Kingdom",NULL,NULL
537885,22376,"AIRLINE BAG VINTAGE JET SET WHITE",1,"12-01-2010 12:31",4.25,12705,"United Kingdom",NULL,NULL
537886,22961,"JAM MAKING SET PRINTED",1,"12-01-2010 12:31",1.45,16885,"United Kingdom",NULL,NULL
537887,21895,"POTTING SHED SOW 'N' GROW SET",1,"12-01-2010 12:31",4.25,17913,"United Kingdom",NULL,NULL
537888,22468,"BABUSHKA LIGHTS STRING OF 10",1,"12-01-2010 12:31",6.75,12668,"United Kingdom",NULL,NULL
537889,21034,"REX CASH+CARRY JUMBO SHOPPER",1,"12-01-2010 12:31",0.95,14472,"United Kingdom",NULL,NULL
537890,22372,"AIRLINE BAG VINTAGE WORLD CHAMPION ",1,"12-01-2010 12:31",4.25,17358,"United Kingdom",NULL,NULL
537891,22867,"HAND WARMER BIRD DESIGN",1,"12-01-2010 12:31",2.1,16686,"United Kingdom",NULL,NULL
537892,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",1,"12-01-2010 12:31",2.1,18245,"United Kingdom",NULL,NULL
537893,21190,"PINK HEARTS PAPER GARLAND",1,"12-01-2010 12:31",1.65,17343,"United Kingdom",NULL,NULL
537894,21894,"POTTING SHED SEED ENVELOPES",3,"12-01-2010 12:31",1.25,18256,"United Kingdom",NULL,NULL
537895,70007,"HI TEC ALPINE HAND WARMER",3,"12-01-2010 12:31",1.65,16153,"United Kingdom",NULL,NULL
537896,22940,"FELTCRAFT CHRISTMAS FAIRY",1,"12-01-2010 12:31",4.25,12377,"United Kingdom",NULL,NULL
537897,70007,"HI TEC ALPINE HAND WARMER",1,"12-01-2010 12:31",1.65,14646,"United Kingdom",NULL,NULL
537898,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",3,"12-01-2010 12:31",2.55,12944,"United Kingdom",NULL,NULL
537899,22150,"3 STRIPEY MICE FELTCRAFT",1,"12-01-2010 12:31",1.95,15312,"United Kingdom",NULL,NULL
537900,22149,"FELTCRAFT 6 FLOWER FRIENDS",2,"12-01-2010 12:31",2.1,14099,"United Kingdom",NULL,NULL
537901,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",2,"12-01-2010 12:31",2.1,14113,"United Kingdom",NULL,NULL
537915,21622,"VINTAGE UNION JACK CUSHION COVER",10,"12-01-2010 12:35",4.95,13104,"United Kingdom",NULL,NULL
537955,46000,"POLYESTER FILLER PAD 45x45cm",10,"12-01-2010 12:35",1.55,17204,"United Kingdom",NULL,NULL
537963,22630,"DOLLY GIRL LUNCH BOX",2,"12-01-2010 12:35",1.95,13027,"United Kingdom",NULL,NULL
537967,22616,"PACK OF 12 LONDON TISSUES ",12,"12-01-2010 12:35",0.29,17621,"United Kingdom",NULL,NULL
537981,22712,"CARD DOLLY GIRL ",12,"12-01-2010 12:35",0.42,17090,"United Kingdom",NULL,NULL
537995,22983,"CARD BILLBOARD FONT",12,"12-01-2010 12:35",0.42,14119,"United Kingdom",NULL,NULL
537998,22024,"RAINY LADIES BIRTHDAY CARD",12,"12-01-2010 12:35",0.42,15527,"United Kingdom",NULL,NULL
537999,22113,"GREY HEART HOT WATER BOTTLE",3,"12-01-2010 12:35",3.75,18097,"United Kingdom",NULL,NULL
538000,84029,"RED WOOLLY HOTTIE WHITE HEART.",2,"12-01-2010 12:35",3.75,15460,"United Kingdom",NULL,NULL
538001,21488,"RED WHITE SCARF  HOT WATER BOTTLE",2,"12-01-2010 12:35",3.95,15034,"United Kingdom",NULL,NULL
538002,22900," SET 2 TEA TOWELS I LOVE LONDON ",7,"12-01-2010 12:35",2.95,12423,"United Kingdom",NULL,NULL
538003,22895,"SET OF 2 TEA TOWELS APPLE AND PEARS",3,"12-01-2010 12:35",2.95,12678,"United Kingdom",NULL,NULL
538004,21035,"SET/2 RED RETROSPOT TEA TOWELS ",3,"12-01-2010 12:35",2.95,15208,"United Kingdom",NULL,NULL
538005,21755,"LOVE BUILDING BLOCK WORD",6,"12-01-2010 12:35",5.95,17306,"United Kingdom",NULL,NULL
538006,21754,"HOME BUILDING BLOCK WORD",6,"12-01-2010 12:35",5.95,14737,"United Kingdom",NULL,NULL
538007,84879,"ASSORTED COLOUR BIRD ORNAMENT",16,"12-01-2010 12:36",1.69,13029,"United Kingdom",NULL,NULL
538008,22784,"LANTERN CREAM GAZEBO ",3,"12-01-2010 12:36",4.95,16270,"United Kingdom",NULL,NULL
538009,21441,"BLUE BIRDHOUSE DECORATION",12,"12-01-2010 12:36",0.85,13487,"United Kingdom",NULL,NULL
538010,85123,"WHITE HANGING HEART T-LIGHT HOLDER",6,"12-01-2010 12:36",2.95,12515,"United Kingdom",NULL,NULL
538011,22423,"REGENCY CAKESTAND 3 TIER",2,"12-01-2010 12:36",12.75,17400,"United Kingdom",NULL,NULL
538012,22960,"JAM MAKING SET WITH JARS",-6,"12-01-2010 12:38",4.25,17593,"United Kingdom",NULL,NULL
538013,84947,"ANTIQUE SILVER TEA GLASS ENGRAVED",72,"12-01-2010 12:38",1.06,13953,"United Kingdom",NULL,NULL
538014,21326,"AGED GLASS SILVER T-LIGHT HOLDER",144,"12-01-2010 12:38",0.55,14533,"United Kingdom",NULL,NULL
538015,22865,"HAND WARMER OWL DESIGN",36,"12-01-2010 12:40",2.1,12734,"United Kingdom",NULL,NULL
538032,22485,"SET OF 2 WOODEN MARKET CRATES",4,"12-01-2010 12:40",12.75,14944,"United Kingdom",NULL,NULL
538035,22807,"SET OF 6 T-LIGHTS TOADSTOOLS",6,"12-01-2010 12:40",2.95,17239,"United Kingdom",NULL,NULL
538036,22633,"HAND WARMER UNION JACK",36,"12-01-2010 12:40",2.1,14532,"United Kingdom",NULL,NULL
538037,22866,"HAND WARMER SCOTTY DOG DESIGN",36,"12-01-2010 12:40",2.1,12383,"United Kingdom",NULL,NULL
538038,21794,"CLASSIC FRENCH STYLE BASKET NATURAL",1,"12-01-2010 12:43",6.75,15562,"United Kingdom",NULL,NULL
538039,20707,"CRAZY DAISY HEART DECORATION",1,"12-01-2010 12:43",1.25,15587,"United Kingdom",NULL,NULL
538040,21175,"GIN + TONIC DIET METAL SIGN",1,"12-01-2010 12:43",2.1,13922,"United Kingdom",NULL,NULL
538041,22926,"IVORY GIANT GARDEN THERMOMETER",1,"12-01-2010 12:43",5.95,13817,"United Kingdom",NULL,NULL
538042,22588,"CARD HOLDER GINGHAM HEART",2,"12-01-2010 12:43",2.55,12585,"United Kingdom",NULL,NULL
538043,21292,"SMALL STRIPES CHOCOLATE GIFT BAG ",16,"12-01-2010 12:43",0.85,13165,"United Kingdom",NULL,NULL
538044,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",1,"12-01-2010 12:43",2.95,13304,"United Kingdom",NULL,NULL
538045,22632,"HAND WARMER RED RETROSPOT",4,"12-01-2010 12:43",2.1,13313,"United Kingdom",NULL,NULL
538046,22633,"HAND WARMER UNION JACK",3,"12-01-2010 12:43",2.1,16875,"United Kingdom",NULL,NULL
538047,22670,"FRENCH WC SIGN BLUE METAL",1,"12-01-2010 12:43",1.25,16282,"United Kingdom",NULL,NULL
538048,21867,"PINK UNION JACK  LUGGAGE TAG",1,"12-01-2010 12:43",1.25,12957,"United Kingdom",NULL,NULL
538049,22760,"TRAY, BREAKFAST IN BED",1,"12-01-2010 12:43",12.75,14462,"United Kingdom",NULL,NULL
538050,22107,"PIZZA PLATE IN BOX",2,"12-01-2010 12:43",3.75,13397,"United Kingdom",NULL,NULL
538051,22470,"HEART OF WICKER LARGE",1,"12-01-2010 12:43",2.95,13680,"United Kingdom",NULL,NULL
538052,21486,"PINK HEART DOTS HOT WATER BOTTLE",1,"12-01-2010 12:43",3.75,12483,"United Kingdom",NULL,NULL
538053,22151,"PLACE SETTING WHITE HEART",14,"12-01-2010 12:43",0.42,15164,"United Kingdom",NULL,NULL
538054,22643,"SET OF 4 NAPKIN CHARMS LEAVES   ",4,"12-01-2010 12:43",2.55,17457,"United Kingdom",NULL,NULL
538055,22642,"SET OF 4 NAPKIN CHARMS STARS   ",4,"12-01-2010 12:43",2.55,14732,"United Kingdom",NULL,NULL
538056,22604,"SET OF 4 NAPKIN CHARMS CUTLERY",3,"12-01-2010 12:43",2.55,14221,"United Kingdom",NULL,NULL
538057,22099,"CARAVAN SQUARE TISSUE BOX",2,"12-01-2010 12:43",1.25,14553,"United Kingdom",NULL,NULL
538058,22553,"PLASTERS IN TIN SKULLS",1,"12-01-2010 12:43",1.65,13253,"United Kingdom",NULL,NULL
538059,22551,"PLASTERS IN TIN SPACEBOY",1,"12-01-2010 12:43",1.65,17389,"United Kingdom",NULL,NULL
538060,22653,"BUTTON BOX ",1,"12-01-2010 12:43",1.95,12578,"United Kingdom",NULL,NULL
538061,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",2,"12-01-2010 12:43",1.65,15841,"United Kingdom",NULL,NULL
538062,22906,"12 MESSAGE CARDS WITH ENVELOPES",6,"12-01-2010 12:43",1.65,16112,"United Kingdom",NULL,NULL
538063,22754,"SMALL RED BABUSHKA NOTEBOOK ",1,"12-01-2010 12:43",0.85,13629,"United Kingdom",NULL,NULL
538064,22938,"CUPCAKE LACE PAPER SET 6",5,"12-01-2010 12:43",1.95,16600,"United Kingdom",NULL,NULL
538065,22812,"PACK 3 BOXES CHRISTMAS PANNETONE",3,"12-01-2010 12:43",1.95,15661,"United Kingdom",NULL,NULL
538066,22919,"HERB MARKER MINT",2,"12-01-2010 12:43",0.65,16532,"United Kingdom",NULL,NULL
538067,22917,"HERB MARKER ROSEMARY",1,"12-01-2010 12:43",0.65,15266,"United Kingdom",NULL,NULL
538068,22920,"HERB MARKER BASIL",3,"12-01-2010 12:43",0.65,14653,"United Kingdom",NULL,NULL
538069,22921,"HERB MARKER CHIVES ",2,"12-01-2010 12:43",0.65,16771,"United Kingdom",NULL,NULL
538070,22918,"HERB MARKER PARSLEY",2,"12-01-2010 12:43",0.65,17585,"United Kingdom",NULL,NULL
538071,22916,"HERB MARKER THYME",1,"12-01-2010 12:43",0.65,15046,"United Kingdom",NULL,NULL
538072,85123,"WHITE HANGING HEART T-LIGHT HOLDER",3,"12-01-2010 12:43",2.95,13082,"United Kingdom",NULL,NULL
538073,22575,"METAL MERRY CHRISTMAS WREATH",1,"12-01-2010 12:43",1.95,15464,"United Kingdom",NULL,NULL
538074,21804,"WHITE CHRISTMAS GARLAND STARS TREES",3,"12-01-2010 12:43",3.75,18226,"United Kingdom",NULL,NULL
538075,21584,"RETROSPOT SMALL TUBE MATCHES",12,"12-01-2010 12:43",1.65,18062,"United Kingdom",NULL,NULL
538076,21588,"RETROSPOT GIANT TUBE MATCHES",3,"12-01-2010 12:43",2.55,12415,"United Kingdom",NULL,NULL
538077,22152,"PLACE SETTING WHITE STAR",12,"12-01-2010 12:43",0.42,17368,"United Kingdom",NULL,NULL
538078,22441,"GROW YOUR OWN BASIL IN ENAMEL MUG",1,"12-01-2010 12:43",2.1,14258,"United Kingdom",NULL,NULL
538079,22955,"36 FOIL STAR CAKE CASES ",2,"12-01-2010 12:43",2.1,15719,"United Kingdom",NULL,NULL
538080,22956,"36 FOIL HEART CAKE CASES",2,"12-01-2010 12:43",2.1,13368,"United Kingdom",NULL,NULL
538081,22582,"PACK OF 6 SWEETIE GIFT BOXES",2,"12-01-2010 12:43",2.55,17634,"United Kingdom",NULL,NULL
538082,22583,"PACK OF 6 HANDBAG GIFT BOXES",3,"12-01-2010 12:43",2.55,16676,"United Kingdom",NULL,NULL
538083,22241,"GARLAND WOODEN HAPPY EASTER",2,"12-01-2010 12:43",1.25,16424,"United Kingdom",NULL,NULL
538084,22904,"CALENDAR PAPER CUT DESIGN",3,"12-01-2010 12:43",2.95,18283,"United Kingdom",NULL,NULL
538085,22905,"CALENDAR IN SEASON DESIGN",2,"12-01-2010 12:43",2.95,12735,"United Kingdom",NULL,NULL
538086,22197,"SMALL POPCORN HOLDER",3,"12-01-2010 12:43",0.85,13764,"United Kingdom",NULL,NULL
538087,22092,"BLUE PAISLEY TISSUE BOX",1,"12-01-2010 12:43",1.25,13656,"United Kingdom",NULL,NULL
538088,22469,"HEART OF WICKER SMALL",1,"12-01-2010 12:43",1.65,12413,"United Kingdom",NULL,NULL
538089,22100,"SKULLS SQUARE TISSUE BOX",1,"12-01-2010 12:43",1.25,14312,"United Kingdom",NULL,NULL
538090,22096,"PINK PAISLEY SQUARE TISSUE BOX ",1,"12-01-2010 12:43",1.25,13280,"United Kingdom",NULL,NULL
538091,22583,"PACK OF 6 HANDBAG GIFT BOXES",1,"12-01-2010 12:43",2.55,15845,"United Kingdom",NULL,NULL
538092,21358,"TOAST ITS - HAPPY BIRTHDAY",2,"12-01-2010 12:43",1.25,16094,"United Kingdom",NULL,NULL
538093,21123,"SET/10 IVORY POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,13187,"United Kingdom",NULL,NULL
538094,21124,"SET/10 BLUE POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,16567,"United Kingdom",NULL,NULL
538095,21122,"SET/10 PINK POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,14828,"United Kingdom",NULL,NULL
538096,84378,"SET OF 3 HEART COOKIE CUTTERS",1,"12-01-2010 12:43",1.25,12530,"United Kingdom",NULL,NULL
538097,21985,"PACK OF 12 HEARTS DESIGN TISSUES ",12,"12-01-2010 12:43",0.29,16551,"United Kingdom",NULL,NULL
538098,21427,"SKULLS STORAGE BOX SMALL",2,"12-01-2010 12:43",2.1,16889,"United Kingdom",NULL,NULL
538099,21034,"REX CASH+CARRY JUMBO SHOPPER",2,"12-01-2010 12:43",0.95,16473,"United Kingdom",NULL,NULL
538100,21930,"JUMBO STORAGE BAG SKULLS",1,"12-01-2010 12:43",1.95,13750,"United Kingdom",NULL,NULL
538101,20772,"GARDEN PATH JOURNAL",1,"12-01-2010 12:43",2.55,12501,"United Kingdom",NULL,NULL
538102,22469,"HEART OF WICKER SMALL",2,"12-01-2010 12:43",1.65,15607,"United Kingdom",NULL,NULL
538103,71406,"BLACK ORANGE SQUEEZER",12,"12-01-2010 12:43",0.42,15139,"United Kingdom",NULL,NULL
538104,84985,"SET OF 72 GREEN PAPER DOILIES",1,"12-01-2010 12:43",1.45,12489,"United Kingdom",NULL,NULL
538105,20754,"RETROSPOT RED WASHING UP GLOVES",1,"12-01-2010 12:43",2.1,17707,"United Kingdom",NULL,NULL
538106,84596,"SMALL LICORICE DES PINK BOWL",1,"12-01-2010 12:43",1.25,18198,"United Kingdom",NULL,NULL
538107,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1,"12-01-2010 12:43",2.95,12484,"United Kingdom",NULL,NULL
538108,22501,"PICNIC BASKET WICKER LARGE",1,"12-01-2010 12:43",9.95,18179,"United Kingdom",NULL,NULL
538109,22854,"CREAM SWEETHEART EGG HOLDER",1,"12-01-2010 12:48",4.95,17284,"United Kingdom",NULL,NULL
538110,84997,"PINK 3 PIECE POLKADOT CUTLERY SET",1,"12-01-2010 12:49",3.75,13233,"United Kingdom",NULL,NULL
538111,47599,"PINK PARTY BAGS",1,"12-01-2010 12:49",2.1,14889,"United Kingdom",NULL,NULL
538112,47599,"BLUE PARTY BAGS ",1,"12-01-2010 12:49",2.1,12480,"United Kingdom",NULL,NULL
538113,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",1,"12-01-2010 12:49",3.75,14672,"United Kingdom",NULL,NULL
538114,20972,"PINK CREAM FELT CRAFT TRINKET BOX ",1,"12-01-2010 12:49",1.25,13593,"United Kingdom",NULL,NULL
538115,22569,"FELTCRAFT CUSHION BUTTERFLY",1,"12-01-2010 12:49",3.75,13162,"United Kingdom",NULL,NULL
